,name,lat,lon,category,type,geometry
24,Mediamath,1.283557,103.846884,Technology Business,"{'typepoint': {'type': 'Point', 'coordinates': [1.283557, 103.846884]}}",POINT (103.846884 1.283557)
25,Rubicon Project,1.283869,103.84869,Technology Business,"{'typepoint': {'type': 'Point', 'coordinates': [1.283869, 103.84869]}}",POINT (103.84869 1.283869)
26,Amazon Web Services,1.284108,103.849009,Technology Business,"{'typepoint': {'type': 'Point', 'coordinates': [1.284108, 103.849009]}}",POINT (103.849009 1.284108)
27,Criteo Singapore,1.283527,103.849573,Technology Business,"{'typepoint': {'type': 'Point', 'coordinates': [1.283527, 103.849573]}}",POINT (103.849573 1.283527)
28,Skinnymint Headquarters,1.282823,103.84452,Technology Business,"{'typepoint': {'type': 'Point', 'coordinates': [1.282823, 103.84452]}}",POINT (103.84452 1.282823)
29,"Hq Scdf, Fcc",1.333726,103.892322,Technology Business,"{'typepoint': {'type': 'Point', 'coordinates': [1.333726, 103.892322]}}",POINT (103.892322 1.333726)
30,Airwallex,1.282224,103.850528,Technology Business,"{'typepoint': {'type': 'Point', 'coordinates': [1.282224, 103.850528]}}",POINT (103.850528 1.282224)
31,Tradegecko,1.281153,103.848136,Technology Business,"{'typepoint': {'type': 'Point', 'coordinates': [1.281153, 103.848136]}}",POINT (103.848136 1.281153)
32,Efront,1.281107,103.848429,Technology Business,"{'typepoint': {'type': 'Point', 'coordinates': [1.281107, 103.848429]}}",POINT (103.848429 1.281107)
33,Nitrous Singapore,1.279729,103.840539,Technology Business,"{'typepoint': {'type': 'Point', 'coordinates': [1.279729, 103.840539]}}",POINT (103.840539 1.279729)
34,Gucci,1.303254,103.835593,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.303254, 103.835593]}}",POINT (103.835593 1.303254)
35,Bershka,1.299602,103.854264,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.299602, 103.854264]}}",POINT (103.854264 1.299602)
36,Mycenean Design-Profession,1.325329,103.842364,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.325329, 103.842364]}}",POINT (103.842364 1.325329)
37,Vivere Design Concept,1.336304,103.84843,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.336304, 103.84843]}}",POINT (103.84843 1.336304)
38,Inspiration Design,1.326674,103.842639,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.326674, 103.842639]}}",POINT (103.842639 1.326674)
39,Brick & Tungsten,1.326335,103.842968,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.326335, 103.842968]}}",POINT (103.842968 1.326335)
40,Living Art Design Gallery,1.333886,103.848696,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.333886, 103.848696]}}",POINT (103.848696 1.333886)
41,Kenzo Lighting Consultant,1.32612,103.849161,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.32612, 103.849161]}}",POINT (103.849161 1.32612)
42,Cravefx,1.331514,103.853462,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.331514, 103.853462]}}",POINT (103.853462 1.331514)
43,Avantgarde Interior,1.323948,103.852016,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.323948, 103.852016]}}",POINT (103.852016 1.323948)
44,Unimax Creative,1.322944,103.852823,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.322944, 103.852823]}}",POINT (103.852823 1.322944)
45,D' Planner,1.321025,103.85244,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.321025, 103.85244]}}",POINT (103.85244 1.321025)
46,Orangedot Productions,1.311984,103.844001,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.311984, 103.844001]}}",POINT (103.844001 1.311984)
47,Impressions Art Studio,1.322678,103.814342,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.322678, 103.814342]}}",POINT (103.814342 1.322678)
48,Alicevfx,1.318869,103.857547,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.318869, 103.857547]}}",POINT (103.857547 1.318869)
49,I-Chapter,1.315823,103.856953,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.315823, 103.856953]}}",POINT (103.856953 1.315823)
50,Infinity Design Associates,1.304091,103.853568,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.304091, 103.853568]}}",POINT (103.853568 1.304091)
51,Uu 3D Custom Figurines,1.305948,103.832648,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.305948, 103.832648]}}",POINT (103.832648 1.305948)
52,Dick's Beaumonde,1.306104,103.83208,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.306104, 103.83208]}}",POINT (103.83208 1.306104)
53,Style : Nordic,1.306799,103.828912,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.306799, 103.828912]}}",POINT (103.828912 1.306799)
54,"Studio, Voxlab",1.305717,103.831535,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.305717, 103.831535]}}",POINT (103.831535 1.305717)
55,Envie De Pois,1.304023,103.831772,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.304023, 103.831772]}}",POINT (103.831772 1.304023)
56,Db Studio,1.312806,103.859579,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.312806, 103.859579]}}",POINT (103.859579 1.312806)
57,Daydreams Studio,1.306474,103.853168,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.306474, 103.853168]}}",POINT (103.853168 1.306474)
58,Lovelypears,1.301619,103.840753,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.301619, 103.840753]}}",POINT (103.840753 1.301619)
59,AMEVI Designs,1.301557,103.839616,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.301557, 103.839616]}}",POINT (103.839616 1.301557)
60,Effects Design,1.311229,103.862854,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.311229, 103.862854]}}",POINT (103.862854 1.311229)
61,Raffles Studio,1.309795,103.862001,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.309795, 103.862001]}}",POINT (103.862001 1.309795)
62,Kaleido Interior,1.307897,103.860765,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.307897, 103.860765]}}",POINT (103.860765 1.307897)
63,"Interior Design Studio H401, Lasalle",1.302772,103.851522,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.302772, 103.851522]}}",POINT (103.851522 1.302772)
64,M3 Studio,1.311546,103.863377,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.311546, 103.863377]}}",POINT (103.863377 1.311546)
65,Chew Interior Design,1.309845,103.865941,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.309845, 103.865941]}}",POINT (103.865941 1.309845)
66,Ray Inn,1.304202,103.859611,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.304202, 103.859611]}}",POINT (103.859611 1.304202)
67,Flp Yomiko Singapore,1.304177,103.860217,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.304177, 103.860217]}}",POINT (103.860217 1.304177)
68,Three-d Conceptwerke,1.303569,103.859976,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.303569, 103.859976]}}",POINT (103.859976 1.303569)
69,Earth Interior Design,1.30349,103.859861,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.30349, 103.859861]}}",POINT (103.859861 1.30349)
70,Stuck Design,1.330386,103.87686,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.330386, 103.87686]}}",POINT (103.87686 1.330386)
71,Orcadesign Consultants,1.298549,103.853675,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.298549, 103.853675]}}",POINT (103.853675 1.298549)
72,Living Icon,1.30099,103.859152,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.30099, 103.859152]}}",POINT (103.859152 1.30099)
73,Intuitive Films,1.328979,103.879388,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.328979, 103.879388]}}",POINT (103.879388 1.328979)
74,Onevent Design & Development,1.292621,103.836928,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.292621, 103.836928]}}",POINT (103.836928 1.292621)
75,Kiat.Sg,1.295894,103.854702,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.295894, 103.854702]}}",POINT (103.854702 1.295894)
76,Thom Signature Design,1.353852,103.878462,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.353852, 103.878462]}}",POINT (103.878462 1.353852)
77,Album Stories,1.292295,103.850878,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.292295, 103.850878]}}",POINT (103.850878 1.292295)
78,Studio Space,1.312494,103.877342,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.312494, 103.877342]}}",POINT (103.877342 1.312494)
79,The Bunker - Uniform,1.316803,103.881553,Design Studio,"{'typepoint': {'type': 'Point', 'coordinates': [1.316803, 103.881553]}}",POINT (103.881553 1.316803)
80,Starbucks,1.322263,103.84434,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.322263, 103.84434]}}",POINT (103.84434 1.322263)
81,Starbucks,1.332478,103.848648,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.332478, 103.848648]}}",POINT (103.848648 1.332478)
82,Starbucks,1.319955,103.844378,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.319955, 103.844378]}}",POINT (103.844378 1.319955)
83,Starbucks,1.30485,103.831219,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.30485, 103.831219]}}",POINT (103.831219 1.30485)
84,Starbucks,1.307056,103.828497,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.307056, 103.828497]}}",POINT (103.828497 1.307056)
85,Starbucks Reserve,1.317673,103.844021,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.317673, 103.844021]}}",POINT (103.844021 1.317673)
86,Starbucks,1.301071,103.862711,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.301071, 103.862711]}}",POINT (103.862711 1.301071)
87,Starbucks,1.304462,103.831595,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.304462, 103.831595]}}",POINT (103.831595 1.304462)
88,Starbucks,1.303941,103.833097,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.303941, 103.833097]}}",POINT (103.833097 1.303941)
89,Starbucks,1.300767,103.839336,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.300767, 103.839336]}}",POINT (103.839336 1.300767)
90,Starbucks,1.302834,103.834867,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.302834, 103.834867]}}",POINT (103.834867 1.302834)
91,Starbucks,1.300366,103.845044,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.300366, 103.845044]}}",POINT (103.845044 1.300366)
92,Starbucks,1.34975,103.850687,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.34975, 103.850687]}}",POINT (103.850687 1.34975)
93,Starbucks,1.296462,103.856894,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.296462, 103.856894]}}",POINT (103.856894 1.296462)
94,Starbucks,1.295167,103.858017,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.295167, 103.858017]}}",POINT (103.858017 1.295167)
95,Starbucks,1.301447,103.840089,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.301447, 103.840089]}}",POINT (103.840089 1.301447)
96,Starbucks,1.298563,103.85868,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.298563, 103.85868]}}",POINT (103.85868 1.298563)
97,Starbucks,1.301509,103.839862,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.301509, 103.839862]}}",POINT (103.839862 1.301509)
98,Starbucks,1.285632,103.853889,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.285632, 103.853889]}}",POINT (103.853889 1.285632)
99,Starbucks,1.303334,103.835433,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.303334, 103.835433]}}",POINT (103.835433 1.303334)
100,Starbucks,1.323818,103.810077,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.323818, 103.810077]}}",POINT (103.810077 1.323818)
101,Starbucks,1.309846,103.863833,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.309846, 103.863833]}}",POINT (103.863833 1.309846)
102,Starbucks,1.295316,103.859261,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.295316, 103.859261]}}",POINT (103.859261 1.295316)
103,Starbucks,1.285158,103.849835,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.285158, 103.849835]}}",POINT (103.849835 1.285158)
104,Starbucks,1.292321,103.842789,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.292321, 103.842789]}}",POINT (103.842789 1.292321)
105,Starbucks,1.29213,103.855858,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.29213, 103.855858]}}",POINT (103.855858 1.29213)
106,Starbucks,1.292944,103.826473,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.292944, 103.826473]}}",POINT (103.826473 1.292944)
107,Starbucks,1.311492,103.856614,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.311492, 103.856614]}}",POINT (103.856614 1.311492)
108,Starbucks,1.2933,103.856589,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.2933, 103.856589]}}",POINT (103.856589 1.2933)
109,Starbucks,1.301296,103.857525,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.301296, 103.857525]}}",POINT (103.857525 1.301296)
110,Starbucks,1.275349,103.845868,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.275349, 103.845868]}}",POINT (103.845868 1.275349)
111,Starbucks,1.299419,103.847709,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.299419, 103.847709]}}",POINT (103.847709 1.299419)
112,Starbucks,1.305614,103.787825,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.305614, 103.787825]}}",POINT (103.787825 1.305614)
113,Starbucks,1.293018,103.832138,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.293018, 103.832138]}}",POINT (103.832138 1.293018)
114,Starbucks,1.288599,103.805376,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.288599, 103.805376]}}",POINT (103.805376 1.288599)
115,Starbucks,1.289132,103.84663,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.289132, 103.84663]}}",POINT (103.84663 1.289132)
116,Starbucks,1.301931,103.849678,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.301931, 103.849678]}}",POINT (103.849678 1.301931)
117,Starbucks,1.299603,103.855676,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.299603, 103.855676]}}",POINT (103.855676 1.299603)
118,Starbucks,1.303377,103.873045,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.303377, 103.873045]}}",POINT (103.873045 1.303377)
119,Starbucks,1.30274,103.876763,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.30274, 103.876763]}}",POINT (103.876763 1.30274)
120,Starbucks,1.299633,103.854151,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.299633, 103.854151]}}",POINT (103.854151 1.299633)
121,Starbucks,1.306467,103.83231,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.306467, 103.83231]}}",POINT (103.83231 1.306467)
122,Starbucks,1.301017,103.838428,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.301017, 103.838428]}}",POINT (103.838428 1.301017)
123,Starbucks,1.305031,103.823727,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.305031, 103.823727]}}",POINT (103.823727 1.305031)
124,Starbucks,1.301451,103.836594,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.301451, 103.836594]}}",POINT (103.836594 1.301451)
125,Starbucks,1.347133,103.870403,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.347133, 103.870403]}}",POINT (103.870403 1.347133)
126,Starbucks,1.317722,103.844018,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.317722, 103.844018]}}",POINT (103.844018 1.317722)
127,Starbucks,1.317217,103.84383,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.317217, 103.84383]}}",POINT (103.84383 1.317217)
128,Starbucks,1.350751,103.87272,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.350751, 103.87272]}}",POINT (103.87272 1.350751)
129,Starbucks,1.293402,103.853045,Coffee Shop,"{'typepoint': {'type': 'Point', 'coordinates': [1.293402, 103.853045]}}",POINT (103.853045 1.293402)
130,Singapore Basketball Centre,1.320824,103.88771,Sports and Recreation,"{'typepoint': {'type': 'Point', 'coordinates': [1.320824, 103.88771]}}",POINT (103.88771 1.320824)
131,Toa Payoh West Basketball Court,1.335451,103.847012,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.335451, 103.847012]}}",POINT (103.847012 1.335451)
132,Tmc Basketball Court,1.348178,103.840406,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.348178, 103.840406]}}",POINT (103.840406 1.348178)
133,Raffles Institution Basketball Court,1.346517,103.844318,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.346517, 103.844318]}}",POINT (103.844318 1.346517)
134,"Basketball Court, Sph",1.342606,103.848636,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.342606, 103.848636]}}",POINT (103.848636 1.342606)
135,Ocbc Arena,1.304169,103.8761,Recreation Center,"{'typepoint': {'type': 'Point', 'coordinates': [1.304169, 103.8761]}}",POINT (103.8761 1.304169)
136,"Basketball Court, Tanglin Community Club",1.324901,103.826901,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.324901, 103.826901]}}",POINT (103.826901 1.324901)
137,Basketball Court,1.341207,103.855646,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.341207, 103.855646]}}",POINT (103.855646 1.341207)
138,Basketball Court,1.352851,103.843831,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.352851, 103.843831]}}",POINT (103.843831 1.352851)
139,St George Basketball Court,1.322473,103.859431,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.322473, 103.859431]}}",POINT (103.859431 1.322473)
140,"Jammers Basketball League, Ccab",1.318481,103.818745,Stadium,"{'typepoint': {'type': 'Point', 'coordinates': [1.318481, 103.818745]}}",POINT (103.818745 1.318481)
141,"Basketball Court, Pek Kio Community Centre",1.315561,103.850784,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.315561, 103.850784]}}",POINT (103.850784 1.315561)
142,"Basketball Court, Springbloom",1.349668,103.863484,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.349668, 103.863484]}}",POINT (103.863484 1.349668)
143,Basketball Court,1.363507,103.832359,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.363507, 103.832359]}}",POINT (103.832359 1.363507)
144,Blk 32 Basketball Court,1.31305,103.858179,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.31305, 103.858179]}}",POINT (103.858179 1.31305)
145,Amk Ave 5 Basketball Court,1.375425,103.840745,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.375425, 103.840745]}}",POINT (103.840745 1.375425)
146,Amk St 54 Basketball Court,1.37264,103.85684,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.37264, 103.85684]}}",POINT (103.85684 1.37264)
147,Grandeur 8 Basketball Court,1.376439,103.847764,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.376439, 103.847764]}}",POINT (103.847764 1.376439)
148,Ang Mo Kio Blk 536 Basketball Court,1.374639,103.854486,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.374639, 103.854486]}}",POINT (103.854486 1.374639)
149,Gms Indoor Basketball Court,1.318251,103.882226,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.318251, 103.882226]}}",POINT (103.882226 1.318251)
150,Basketball Court,1.366587,103.87482,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.366587, 103.87482]}}",POINT (103.87482 1.366587)
151,Basketball Court,1.350858,103.884812,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.350858, 103.884812]}}",POINT (103.884812 1.350858)
152,"Basketball Court, Psb",1.286941,103.826477,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.286941, 103.826477]}}",POINT (103.826477 1.286941)
153,"Basketball Court, Blk 108 Aljunied Crescent",1.31943,103.884906,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.31943, 103.884906]}}",POINT (103.884906 1.31943)
154,Circuit Road Basketball Court,1.326293,103.886812,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.326293, 103.886812]}}",POINT (103.886812 1.326293)
155,Basketball Court,1.319448,103.884972,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.319448, 103.884972]}}",POINT (103.884972 1.319448)
156,Henderson Basketball Court,1.287784,103.820838,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.287784, 103.820838]}}",POINT (103.820838 1.287784)
157,Basketball Court,1.286611,103.821227,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.286611, 103.821227]}}",POINT (103.821227 1.286611)
158,Leng Kee Community Centre Basketball Court,1.289508,103.814524,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.289508, 103.814524]}}",POINT (103.814524 1.289508)
159,Serangoon North Ave 4 Basketball Court,1.374234,103.872832,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.374234, 103.872832]}}",POINT (103.872832 1.374234)
160,Kovan Melody Basketball Court,1.360061,103.884162,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.360061, 103.884162]}}",POINT (103.884162 1.360061)
161,Basketball Court,1.312742,103.788643,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.312742, 103.788643]}}",POINT (103.788643 1.312742)
162,"Basketball Court, Membina Court",1.283347,103.825076,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.283347, 103.825076]}}",POINT (103.825076 1.283347)
163,Basketball Court,1.352231,103.888594,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.352231, 103.888594]}}",POINT (103.888594 1.352231)
164,Basketball Court,1.370322,103.880448,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.370322, 103.880448]}}",POINT (103.880448 1.370322)
165,"Basketball Court, Sccl",1.311679,103.78575,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.311679, 103.78575]}}",POINT (103.78575 1.311679)
166,Basketball Court,1.326786,103.897139,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.326786, 103.897139]}}",POINT (103.897139 1.326786)
167,Bishan East Zone 1 Baskeball Court,1.346324,103.848938,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.346324, 103.848938]}}",POINT (103.848938 1.346324)
168,"Street Soccer Court, Nppk",1.324305,103.845435,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.324305, 103.845435]}}",POINT (103.845435 1.324305)
169,Street Soccer Court,1.335987,103.85306,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.335987, 103.85306]}}",POINT (103.85306 1.335987)
170,Badminton Court,1.344161,103.852531,Basketball Court,"{'typepoint': {'type': 'Point', 'coordinates': [1.344161, 103.852531]}}",POINT (103.852531 1.344161)
